date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:34:42	8848/8848	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Jun%202019%2014:23:49%20GMT	https://fonts.intercomcdn.com/proxima-nova/cyrillic/proxima-nova-cyrillic-bold-italic.eot?	D:/Temp/frameio/frame%20io%20guide/fonts.intercomcdn.com/proxima-nova/cyrillic/proxima-nova-cyrillic-bold-italicd41d.eot	(from https://fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css)
17:34:43	7588/7588	---M--	200	added ('OK')	font/woff2	etag:%22dadab6cb81c31e75e5c4b1b260d0a95f%22	https://fonts.intercomcdn.com/proxima-nova/cyrillic/proxima-nova-cyrillic-bold-italic.woff2	D:/Temp/frameio/frame%20io%20guide/fonts.intercomcdn.com/proxima-nova/cyrillic/proxima-nova-cyrillic-bold-italic.woff2	(from https://fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css)
17:34:43	10104/10104	---M--	200	added ('OK')	font/woff	etag:%225ad7ef265903e8de53a9c2110e27bba9%22	https://fonts.intercomcdn.com/proxima-nova/cyrillic/proxima-nova-cyrillic-bold-italic.woff	D:/Temp/frameio/frame%20io%20guide/fonts.intercomcdn.com/proxima-nova/cyrillic/proxima-nova-cyrillic-bold-italic.woff	(from https://fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css)
17:34:44	18778/18778	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Jun%202019%2014:23:49%20GMT	https://fonts.intercomcdn.com/proxima-nova/greek/proxima-nova-greek-bold-italic.eot	D:/Temp/frameio/frame%20io%20guide/fonts.intercomcdn.com/proxima-nova/greek/proxima-nova-greek-bold-italic.eot	(from https://fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css)
17:34:44	18778/18778	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Jun%202019%2014:23:49%20GMT	https://fonts.intercomcdn.com/proxima-nova/greek/proxima-nova-greek-bold-italic.eot?	D:/Temp/frameio/frame%20io%20guide/fonts.intercomcdn.com/proxima-nova/greek/proxima-nova-greek-bold-italicd41d.eot	(from https://fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css)
17:34:44	6728/6728	---M--	200	added ('OK')	font/woff2	etag:%22d5828d8d8e39e863697e7ce2063769a6%22	https://fonts.intercomcdn.com/proxima-nova/greek/proxima-nova-greek-bold-italic.woff2	D:/Temp/frameio/frame%20io%20guide/fonts.intercomcdn.com/proxima-nova/greek/proxima-nova-greek-bold-italic.woff2	(from https://fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css)
17:34:45	8824/8824	---M--	200	added ('OK')	font/woff	etag:%22f8eff9d1e1a1cc600498263b9f9e1f8d%22	https://fonts.intercomcdn.com/proxima-nova/greek/proxima-nova-greek-bold-italic.woff	D:/Temp/frameio/frame%20io%20guide/fonts.intercomcdn.com/proxima-nova/greek/proxima-nova-greek-bold-italic.woff	(from https://fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css)
17:34:45	7069/7069	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Jun%202019%2014:23:52%20GMT	https://fonts.intercomcdn.com/proxima-nova/vietnamese/proxima-nova-vietnamese-bold-italic.eot	D:/Temp/frameio/frame%20io%20guide/fonts.intercomcdn.com/proxima-nova/vietnamese/proxima-nova-vietnamese-bold-italic.eot	(from https://fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css)
17:34:45	7069/7069	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Jun%202019%2014:23:52%20GMT	https://fonts.intercomcdn.com/proxima-nova/vietnamese/proxima-nova-vietnamese-bold-italic.eot?	D:/Temp/frameio/frame%20io%20guide/fonts.intercomcdn.com/proxima-nova/vietnamese/proxima-nova-vietnamese-bold-italicd41d.eot	(from https://fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css)
17:34:46	5912/5912	---M--	200	added ('OK')	font/woff2	etag:%2255a5bc61d4219017d94b758004f7e1ce%22	https://fonts.intercomcdn.com/proxima-nova/vietnamese/proxima-nova-vietnamese-bold-italic.woff2	D:/Temp/frameio/frame%20io%20guide/fonts.intercomcdn.com/proxima-nova/vietnamese/proxima-nova-vietnamese-bold-italic.woff2	(from https://fonts.intercomcdn.com/proxima-nova/proxima-nova-all.css)
